fp_sol,normalized_hash,label,n_assessments,n_positive,n_negative,n_assessed_types,assessed_types,positive_types,assessed_swcs,source_datasets,source_path
32d54e0c46c0cc27ccb8a307528c0b4b,feef9e90b16fa0b416ebb1715d07e65f041564e884298bae8ffceadab2d1ed48,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\32d54e0c46c0cc27ccb8a307528c0b4b.sol
3318261750ec0280d9552f795c5cc22e,4ad164f40354fe898517066da7f1702e21926e8add61a0678026a939d1d28ab6,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\3318261750ec0280d9552f795c5cc22e.sol
331f0f3635feb0ea21054662ac82a35b,58ee77891c957061d5945e42a35abab1a73adb176c10a422d5cc11b464eadd6b,1,1,1,0,1,arithmetic,arithmetic,101,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\331f0f3635feb0ea21054662ac82a35b.sol
333e470cc9be93c1ebc907fb9413426c,bfe64fb332126fab91d722c398c14849f06421d42decb08ba3db95809a2fc293,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\333e470cc9be93c1ebc907fb9413426c.sol
3358955c2a2c89285351a59e6d4b1ad6,843b323c397e37a261cd1ef889b8263980ab415ab26fb5526b2c1a0523484c9d,0,5,0,5,5,bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,104|107|113|114|120,NPChecker,C:\Users\Exauce\Documents\smart-contract-cgt\source\3358955c2a2c89285351a59e6d4b1ad6.sol
337c8c0452d8ecfc94f6a536c087bee3,cdb90e8048e35c882728eaf2b530d74d76c5f37aa3544c6f6f8b1a91dc83ce1e,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\337c8c0452d8ecfc94f6a536c087bee3.sol
3391da41e9b61e43fc8be329a911d1a3,7803d008484814fdc62c79dc27815ce3c905349e3eaf3f6c398cbb7ab95a7b16,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\3391da41e9b61e43fc8be329a911d1a3.sol
33af98804d4afa21d860e78810b2d6ba,3581266a4242b3c3d6c57a82cb49d001941137f45a703fe38deff9d1517df754,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\33af98804d4afa21d860e78810b2d6ba.sol
33baba2c3286fa17fcafaf10aba33974,b1843c9aa99f903fcbcdff7581f6282c78ba3a24cca8a25e24dae16b1ca2bbad,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\33baba2c3286fa17fcafaf10aba33974.sol
33d8fe36cf63471b20849e45701b3813,cf740541a07c753548c76c57839bc3eccf167bb888ee9e065de712a28786ba06,1,1,1,0,1,arithmetic,arithmetic,101,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\33d8fe36cf63471b20849e45701b3813.sol
33e0b1fef4e72a4efb6f0fcd049c2da2,6249562326fc8477049596e7c27d1c43cc90fef8ebe6eadf4bc4db71555a83e5,1,6,2,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,bad_randomness|reentrancy,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\33e0b1fef4e72a4efb6f0fcd049c2da2.sol
34076d90f61ada3e263ccc31301b8910,559eea342fac641c5595821159dc7b83013967fbf1524d571e44dda66b9181b0,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\34076d90f61ada3e263ccc31301b8910.sol
340daca582888b6c24ef4b363ff3fad9,75ec154c988ee7636391bd1c2d51052be05bd1762c277ea0146403c515d3703f,1,6,4,2,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\340daca582888b6c24ef4b363ff3fad9.sol
34105e1eccd9b1fee25196dd8555317c,0b5a55a5a9d942b6df886aa93b2f3ada72f6479b7b496095d3c8c5f2b0d15a81,1,6,2,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\34105e1eccd9b1fee25196dd8555317c.sol
343adb01436932cadc1ce7ad664afddc,94c210a63d1963ccab67645e99a8e7444c321b27a468c459dbef09750c9a0d03,1,1,1,0,1,arithmetic,arithmetic,101,SBcurated,C:\Users\Exauce\Documents\smart-contract-cgt\source\343adb01436932cadc1ce7ad664afddc.sol
351f15f1fc21e6f87eab7bee322c7103,b931ca8e3936aacd794060dd75af3ce260464bdcb4755e5fe6411674ff892187,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\351f15f1fc21e6f87eab7bee322c7103.sol
354e9e12235b388203c335141b2eb91a,923d3b004217c8e45035d3f2a07a3a454e81699f8ca04e6404467cfb46aff972,0,1,0,1,1,unchecked_low_calls,,104,JiuZhou,C:\Users\Exauce\Documents\smart-contract-cgt\source\354e9e12235b388203c335141b2eb91a.sol
35772953c0bbc2bb7d9be48050c7fc87,3c7b37a55eecd30b27f547308fc40624572af9f5f73bfd592e24d670cacba754,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\35772953c0bbc2bb7d9be48050c7fc87.sol
357b58bea2ac0c616454208586edcdd2,3af31b929d5f6b1c1d78838cf6c506abb53654ba8676e42a8a2b9cbf3ed1ffa9,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\357b58bea2ac0c616454208586edcdd2.sol
3592acd62e4c1ed91456529f739006e6,f34eee69d53331fbc30cee7d740001389ca46212a978fedeb9fc607e4c294013,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\3592acd62e4c1ed91456529f739006e6.sol
35b21b461e50781587417a04b42439f7,848879ad1f7fcd357e69ad4343a472bd9e77c7c375ae1073fdc1fceda052a9a2,1,5,5,0,5,arithmetic|bad_randomness|denial_service|front_running|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running|unchecked_low_calls,101|104|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\35b21b461e50781587417a04b42439f7.sol
35be4abfd82405e0d3f22bf37be766c0,67d14bec25a64a0cf487fd9c5d52d968a3b73455065404f5d0b58713a490c7d3,1,1,1,0,1,front_running,front_running,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\35be4abfd82405e0d3f22bf37be766c0.sol
36174a5d0829a2d796df7d7d8cdf6c6e,9504c3b4a1f40ee616d338e318aef86a971c42bf3f5849a6848121a990245147,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\36174a5d0829a2d796df7d7d8cdf6c6e.sol
362ebb645a4a9974a6fc143867e8ed3e,f6bb0c4cfdd5a84a178177454349067685ac7a94cc8bf19c6c39f58d6b829e15,0,1,0,1,1,denial_service,,113,JiuZhou,C:\Users\Exauce\Documents\smart-contract-cgt\source\362ebb645a4a9974a6fc143867e8ed3e.sol
3630d1b84817c4f80032323885ed2274,8ee17433336d59e7df31c2b2185c1c3f426f84f74ec68e8f7ac4cc1423b52eb0,0,1,0,1,1,denial_service,,113,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\3630d1b84817c4f80032323885ed2274.sol
363f0555adae6e7ccbb9c5315f6ef074,3ca6712b9ae3c3c2b748f4e47e281584d3095e16ebd44434dc38f12cd9e24232,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\363f0555adae6e7ccbb9c5315f6ef074.sol
36403a77c219b87b6a07f292f193def0,15fb2c7f6c1551b662cacc7f4af7d24243f08c65abd15938416675001e627b13,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\36403a77c219b87b6a07f292f193def0.sol
3676cd599e632e7e614abaf9683e30dd,f4f517ff07efee3ec8710a22e7ed687a7da17e0f53dff784ffca027f0e7d81dc,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\3676cd599e632e7e614abaf9683e30dd.sol
36894fdeed07633393fffdf5fb01b89b,990a2b073057bee7012ab2e5df0e4fd4ff11484b88888abdca34d441cd256624,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\36894fdeed07633393fffdf5fb01b89b.sol
368d81ccb6f4cebe21a6088f6f75f969,ed60fc30456fe5ead8dfe3cbf59a5f01e783774910a03648025845211be896a1,1,12,2,10,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\368d81ccb6f4cebe21a6088f6f75f969.sol
36a8d214d776783849bbd6c36d8efd3c,5ecd8d4a2ac53dc616cfa7c9e8820c33f932c419575cb92f4a37b6042902e697,0,1,0,1,1,reentrancy,,107,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\36a8d214d776783849bbd6c36d8efd3c.sol
36abf99442c0b7fa55616cfb1a6a243a,e013a2f05adcbfa8ea3079d4ffba1e3cd8e0b22c08a9574ba6518fd985d0ef6a,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\36abf99442c0b7fa55616cfb1a6a243a.sol
36b36281e0a1e04cc07c4a1e50a528f7,531dc8bd6ddc8d1b10aed4dd83200dcecf6f08439b07617a7fe748bd805dc1c1,1,6,2,4,5,arithmetic|bad_randomness|front_running|reentrancy|unchecked_low_calls,arithmetic|reentrancy,101|104|107|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\36b36281e0a1e04cc07c4a1e50a528f7.sol
36ee840ee2c730b0dd466462fb94221d,1f60a1ee26737ce89d4262903f629e215cf9cbee43917ce82461d0c249076974,1,1,1,0,1,reentrancy,reentrancy,107,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\36ee840ee2c730b0dd466462fb94221d.sol
36f7c4fecca28264f0df83011b17ba39,b8242387d1234f71ff673fb20ceb21014390bf1c2e143a7b02347cef325a2f0c,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\36f7c4fecca28264f0df83011b17ba39.sol
3710f7956a5fca9088e62eaa3c9c37a7,d530e7eb0231f4c5c84e10ee673d7e4410388861da79217cfac775080ef54a9e,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\3710f7956a5fca9088e62eaa3c9c37a7.sol
371935dbe8b36030c74ed8a5499be75a,c895760e46957af79a1247d260aba72cbe422d2dca4e42fbbac70562b28ec995,1,1,1,0,1,unchecked_low_calls,unchecked_low_calls,104,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\371935dbe8b36030c74ed8a5499be75a.sol
376019a0411de19344e59ef5b40145af,f967807410f293b9449512100c1651244fecc7dd12149d6c7f89d83e1e6402c5,1,6,2,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\376019a0411de19344e59ef5b40145af.sol
37843e83373324fe187cb0b7e05fda90,31bdd4c40d20a1e60b9307a38c034ef1598de43ac10f9a66750b4683f90e8c5e,1,6,1,5,5,bad_randomness|denial_service|reentrancy|time_manipulation|unchecked_low_calls,time_manipulation,104|107|113|116|120|128,CodeSmells|ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\37843e83373324fe187cb0b7e05fda90.sol
380a1d2cfd2a45c5ccb55db0c46ecfac,a911c8e009170e40bea47d186872b25dfe6091f98f756d89d53d3e07d654ef94,0,4,0,4,3,bad_randomness|denial_service|unchecked_low_calls,,104|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\380a1d2cfd2a45c5ccb55db0c46ecfac.sol
387d5f733c552f411b810c5e93d19854,86fb5707813a72fcc7c3febd370999c593802b474b76b9805794c310ebb1db55,0,4,0,4,3,bad_randomness|denial_service|unchecked_low_calls,,104|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\387d5f733c552f411b810c5e93d19854.sol
388fe69f627cff7367fe3b55f75c286d,06904cf13dc4a18aa87071fabbbab1e86b50cf3e80aebbab8de292d7909ec1f8,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\388fe69f627cff7367fe3b55f75c286d.sol
38a5ae442011721f467906020704c564,aace247972f122c979517f8d744d972a76305278b2e69742aacfb836d81f334a,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\38a5ae442011721f467906020704c564.sol
38b97a70b19344066e6864e68d326d89,974a56a0f01837d4ade24a85344ee37ad307c5792579f0d8a84c3dbac05c86ad,1,12,1,11,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,reentrancy,101|104|107|113|114|120,NPChecker|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\38b97a70b19344066e6864e68d326d89.sol
38cc9960a894aed6af5c378a04eee373,75d238cb1095b6fcf220a981ea651830a2cbdbcba625b002b7b59ab115251885,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\38cc9960a894aed6af5c378a04eee373.sol
38f23e245821d68954ca837903e864e0,95eb48ff97ec30342fae92b48b88bdbc5374a9390d1187de3c0640cf01a022c3,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\38f23e245821d68954ca837903e864e0.sol
39154ab86b53b8e3a39c30b84b130256,152515b1a0055399f7b78cb9f54f9cd78954f65f6678e65959db03db1eef4cad,1,1,1,0,1,reentrancy,reentrancy,107,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\39154ab86b53b8e3a39c30b84b130256.sol
393ff63c0199ed7185b34d4738e664b8,c958e8c73337177ba8e69b58227ecb0fda6713cd6b92e36b17d7dd1daeb8e739,1,1,1,0,1,reentrancy,reentrancy,107,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\393ff63c0199ed7185b34d4738e664b8.sol
3943819f6f4dff834b0f3345237774c4,9844daa6e88083a95d676f03c6615d75c961d762a5cd610f8a5e57aafa00c360,0,1,0,1,1,front_running,,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\3943819f6f4dff834b0f3345237774c4.sol
39494e3af26ac04b6571d6114dbb3f84,09d743cde9bbc93c409ac246387e536846861e6d92734b7a6c1adfb93a5f929b,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\39494e3af26ac04b6571d6114dbb3f84.sol
397cc93b20e8b3e220e26a3cae499e60,5eb85b23657c8a5823153dfca5889d5d31c0dcf432833f9724ff9cd52c54a1dc,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\397cc93b20e8b3e220e26a3cae499e60.sol
3985f5d8a42db907cec296771897210b,e49e2962f478953944924b636464dfa763502229bd9f08436b22ae6e4a53c55d,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\3985f5d8a42db907cec296771897210b.sol
3990ac560232a74d7ad2e3242bdbb647,7653f36f2ff75f533a933e817e694ffd1c6688097153817b23873a02ff910bae,0,1,0,1,1,reentrancy,,107,NotSoSmartC,C:\Users\Exauce\Documents\smart-contract-cgt\source\3990ac560232a74d7ad2e3242bdbb647.sol
39cf38f42bd0b51b036f0fbfbec4ef20,123c898f987c1f1c2c269e43d256259b2f43d06bc58c8a55377a7bde18aa7031,1,2,2,0,2,bad_randomness|unchecked_low_calls,bad_randomness|unchecked_low_calls,104|120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\39cf38f42bd0b51b036f0fbfbec4ef20.sol
39feb567d339f2a5773beb12f28dab11,c61ed613962f477d140c82d15bc4cecc9ff639e5336d5e5400dfbcdfa1e22eb1,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\39feb567d339f2a5773beb12f28dab11.sol
3a0d42b439eac1c20537c5c4f8f62e2d,06be1eb2b4d48d0ce46faffff8d686fc32de211b99a4e5e8909bb41a5dd77e2d,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\3a0d42b439eac1c20537c5c4f8f62e2d.sol
3ab6356a5eb2c3c14897fc21ed6ebbcb,801d3690263c7335e3e3cd9074c73089e744b94108d1a5d60e300bcd9e2141df,1,1,1,0,1,reentrancy,reentrancy,107,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\3ab6356a5eb2c3c14897fc21ed6ebbcb.sol
3afb0b4cf597df904f7cf98fcab6d19e,9436a3c3ea6e89247d3e4bfa148bccb514296df21496e29c42433bc4ec43678b,1,5,1,4,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,reentrancy,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\3afb0b4cf597df904f7cf98fcab6d19e.sol
3b11e8a8b98e268d189768525b510d1f,7aab5a3d321918e1f496feda54152d3688a1588f7f9987fed197f9c60f79b41f,1,1,1,0,1,reentrancy,reentrancy,107,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\3b11e8a8b98e268d189768525b510d1f.sol
3b5ca8601bfd539269afb2a33789ad68,763d42a870f7f73457a895763ae8652d3aea5ba6555d75bab4ab2d958ebb64bf,0,12,0,12,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120|128,CodeSmells|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\3b5ca8601bfd539269afb2a33789ad68.sol
3b896267c44be97a2fe4897757fd70b0,7b858f41f5d0b1a07c38fb5746a5b23de64ce6094a2c1fe9caa6c124cf7836e4,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\3b896267c44be97a2fe4897757fd70b0.sol
3b9d14aa628910698c544f9ae3162922,7094656f84d6bb4c893dfd838181a77acf655db33cea487badb027f9e428b5b3,1,1,1,0,1,denial_service,denial_service,128,JiuZhou,C:\Users\Exauce\Documents\smart-contract-cgt\source\3b9d14aa628910698c544f9ae3162922.sol
3bd2152950e854c0c1b6d7ce9cacf43d,4c1289bcc9a6f54a0a992386f85e41c6e0a594eaeea2eee426ff1552f0b09b3c,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\3bd2152950e854c0c1b6d7ce9cacf43d.sol
3bfca29f0682cbe9660531f3054fa25b,05a4827e492ab6e556bf6357801be1eff09de5b9db34c670fa389a1acdb835b2,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\3bfca29f0682cbe9660531f3054fa25b.sol
3c8cfb35514d69407a6527d5bf590a68,802f0a876ab9fe280677f957491dadb6f457821a18ddebe285d3be1af38d51b8,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\3c8cfb35514d69407a6527d5bf590a68.sol
3cbb64b9de745ab4999f801886a0bee2,29d9ca1a6f72eef7f0731743ba9f7b16d79c4ebf4a3b889c905d331206d96a9a,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\3cbb64b9de745ab4999f801886a0bee2.sol
3ced00071e15e365518791c9615591cd,e3bfc99fa7c4c86e334bb8fc4b4d8d9dc1e7df0f6af19bfde3eeed17c2e5d040,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\3ced00071e15e365518791c9615591cd.sol
3cf41c302d0dae3f2190abcd7d832f0a,d5b5d089451c3bae6b14fce6a11960d3987b55bbec54f4f5811622341a552bdf,1,1,1,0,1,time_manipulation,time_manipulation,116,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\3cf41c302d0dae3f2190abcd7d832f0a.sol
3d105ed6661e95dd474473a27326a915,b2ac9baa4c3b1ce2d294c2aa374055062a52f80891b5453ebe8cafae2a23ea9f,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\3d105ed6661e95dd474473a27326a915.sol
3d21a1483fd84a0e9f51e721fa2622fb,a2a8c8e0d729a5a5a4f58e9137147eb3f7e76bb4169126801b6a373ef3657f26,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\3d21a1483fd84a0e9f51e721fa2622fb.sol
3d346d1977aed44a380f59d309fb9ac3,ed84e9c83eecc55e880050280633f27bd475217d48aa9f19d35387b074e8970a,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\3d346d1977aed44a380f59d309fb9ac3.sol
3d5707316405148eb48324561c77d058,2355a018265c73a1b4655c710c0d2956fa249c500e4e0ed90f3f26167941c05e,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\3d5707316405148eb48324561c77d058.sol
3d785ae7e0626b359cf96138d1ad01d0,6d3e2791b525fca5dd7f42f7806e75c5c3355603682546a75da9abd8e652bee5,1,11,6,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running|unchecked_low_calls,101|104|107|113|114|120|128,CodeSmells|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\3d785ae7e0626b359cf96138d1ad01d0.sol
3da12140af9541c656baa96decdbb670,854b19ef2f995c5b5c200952f3f808bfbb1ebc0e7a2226dd2243bcbcdc04686a,1,1,1,0,1,arithmetic,arithmetic,101,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\3da12140af9541c656baa96decdbb670.sol
3dadeb7e3c9cea9329b1491b884c0f19,cc95ddd726aeb2940d593c05df6a883fd34bfb7ac0da67298887f977611890a4,1,1,1,0,1,front_running,front_running,114,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\3dadeb7e3c9cea9329b1491b884c0f19.sol
3dc7f3f85140e79447717693933bb4c5,00d9f6a0639ff880ef5d202bef83af49e8f55997dfd39dea4b680a13d69e7274,0,6,0,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\3dc7f3f85140e79447717693933bb4c5.sol
3de6816c38a28c6a49a5c4a3847f5e16,abb1390ddf1684809f14419b5930179b909d08379044be7760f75fa2d85a1306,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\3de6816c38a28c6a49a5c4a3847f5e16.sol
3de769c437cc414f28f0e02f78594a35,91f75df6cfd91c95963e0726b848d4652995d8d2473d2619c9f344d33b3fb74e,1,1,1,0,1,reentrancy,reentrancy,107,SolidiFI,C:\Users\Exauce\Documents\smart-contract-cgt\source\3de769c437cc414f28f0e02f78594a35.sol
3df4b22187eadb8128b1ee6d75aa649b,48229c2c219d26b5c2d252b6010d9d6fb67fe1a50b1bfcda63dbdf95952a8559,1,1,1,0,1,front_running,front_running,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\3df4b22187eadb8128b1ee6d75aa649b.sol
3e0dd16284b3ef15b7ab5554da0a3466,c4c86a098175259094b5bead35e79e0b7dbae1e0bafe06c7e416a5b423bc3e9a,1,6,4,2,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|bad_randomness|denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\3e0dd16284b3ef15b7ab5554da0a3466.sol
3e30b732410589fc7bf8b08d97965f00,1ba094909687f5a1a26b2aaa3e2cdd637f659a76edbbc3eeb089f05c32d18c60,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\3e30b732410589fc7bf8b08d97965f00.sol
