fp_sol,normalized_hash,label,n_assessments,n_positive,n_negative,n_assessed_types,assessed_types,positive_types,assessed_swcs,source_datasets,source_path,v1_labels,v1_splits,same_label,conflict_reason
8091742e24d2a27c9ce511f66d83747e,25a3b9416e95f18b987dd3f820b218789cb79281a58002db50c20ec04dedf5e8,1,6,2,4,5,bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,denial_service|front_running,104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\8091742e24d2a27c9ce511f66d83747e.sol,0,train,False,cgt_v1_label_conflict
82f07116ae65b2cfbb79bb9b0b985a56,80d60b80d4dbf7bbe4d9f5a7090af99826be745de2cc473dc090299c4b32f205,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\82f07116ae65b2cfbb79bb9b0b985a56.sol,0,val,False,cgt_v1_label_conflict
8a82d7c88d29e207458eacbff78d1065,b16c89b517e76a4bf75ecfbe3b358cf7c11ed371a317d77d66e492eda915067b,1,6,2,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\8a82d7c88d29e207458eacbff78d1065.sol,0,train,False,cgt_v1_label_conflict
8ac84afe982a789fd97b2f55a5fb07fa,5d90a3ddec268810bd02d8d07c6805426f681d026771f601b71147d71774d274,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\8ac84afe982a789fd97b2f55a5fb07fa.sol,1,train,False,cgt_v1_label_conflict
8d7b4fa64f6cb6099fd382789095795e,3142ef3b51c0c5019bdab143b60aedd2cfe9c15fbfa862a6e8ab95d58ca88a47,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\8d7b4fa64f6cb6099fd382789095795e.sol,0,train,False,cgt_v1_label_conflict
8f07b15ea27991c70b256a5ccd431bfc,6fd77c7bb336a019de92bd3acf478b70df9f36b6fc264694de203b680943eea2,1,1,1,0,1,front_running,front_running,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\8f07b15ea27991c70b256a5ccd431bfc.sol,0,train,False,cgt_v1_label_conflict
920ec53e51a9724286fc749adc496cfc,0b0321f571f66f33cbcc0da3e8ac3a17924286228008f24efae828e34eea276a,0,7,0,7,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\920ec53e51a9724286fc749adc496cfc.sol,1,train,False,cgt_v1_label_conflict
942c3a05658fc9d712540cdd89db81a4,63a8f7928f50bbf520564e9c1646f9641a6559990b6aa5f906e78e8107c3228a,1,6,3,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\942c3a05658fc9d712540cdd89db81a4.sol,0,train,False,cgt_v1_label_conflict
9531ef97f59019c62d2348001e458830,e1f804f1831b87fd4c513f6c08848d04cbe9832a5ee04a8c760630033ed7a86f,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\9531ef97f59019c62d2348001e458830.sol,0,train,False,cgt_v1_label_conflict
9606e5d78dc6511475a2ea9f229485f5,07da13d68ca520b0c5bc7bb5625f18e17040e547b2395eb45fb721ca3caada62,1,1,1,0,1,front_running,front_running,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\9606e5d78dc6511475a2ea9f229485f5.sol,0,train,False,cgt_v1_label_conflict
977c04512560af4c6d39c31e349921e4,dbbd3254f10c149d04a81c7dd8a22911263d0a3c685da77d94f3b42080ece862,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\977c04512560af4c6d39c31e349921e4.sol,1,train,False,cgt_v1_label_conflict
987beebed3086ee6d2f5472e1d3ad186,7b00d4606252168a029af8c2461f23f9573fe546c306d89729abda3e309d52d5,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\987beebed3086ee6d2f5472e1d3ad186.sol,1,train,False,cgt_v1_label_conflict
9b1500746642e2f3c28c01e085c3130c,043f586d303967c5c314e98ba5dc1cd63bdad0b5404e2c76fb78efd624954ec8,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\9b1500746642e2f3c28c01e085c3130c.sol,0,train,False,cgt_v1_label_conflict
a1b5213c8a26fb211a4c37ae996e0c07,4c23bdb7648c905257628345bbcb8018278b979e8ae14bf1a73045cdabc6690d,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\a1b5213c8a26fb211a4c37ae996e0c07.sol,0,train,False,cgt_v1_label_conflict
a746e2a46be20c1d5e59690711f8fc36,a6bf013d0026c6238e70f4dcd5447e5d4fd0793ba8fe29fb3f5e66da07c5b1c4,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\a746e2a46be20c1d5e59690711f8fc36.sol,0,train,False,cgt_v1_label_conflict
a7d2a49eb1d4345a3b465f92a9d2d5ba,6d4234de860b761290d31f078dacbcd41ac16859677d00f923388fcfcb1fdca4,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\a7d2a49eb1d4345a3b465f92a9d2d5ba.sol,0,train,False,cgt_v1_label_conflict
a8dfd3ae4eb2961406ab589922188606,818af0ed788b1a3b0bef4d86e78467ee11916648412548f09048730e197c7d3f,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\a8dfd3ae4eb2961406ab589922188606.sol,1,val,False,cgt_v1_label_conflict
a9cc5116934c947b30eb5e57df386e26,d1beadc34aa144f9f78b6f2931a6855f6209c157f8d7ffd4d21bc9b997eca8e3,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\a9cc5116934c947b30eb5e57df386e26.sol,0,train,False,cgt_v1_label_conflict
ad6471eedf0339b881cde1f50e7624cf,e986d348a51ab1990a3adf0aff1bdb688b1d9c2578551ce29e93b831789251f1,1,1,1,0,1,bad_randomness,bad_randomness,120,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\ad6471eedf0339b881cde1f50e7624cf.sol,0,train,False,cgt_v1_label_conflict
b06648b43eee1574795524dd8f6d14a3,ca3a8d35b7f2471f36c843e9cef670456378c83100c940b883aa1aea8ab6ea5b,1,5,1,4,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,bad_randomness,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\b06648b43eee1574795524dd8f6d14a3.sol,0,train,False,cgt_v1_label_conflict
b0ca80c76a0d5c890088ec14a1bfda4e,7999b818c2eb42d9fae49027c8d7ce10d561de4f149640540407e2a82c5326cd,1,6,3,3,5,arithmetic|bad_randomness|denial_service|reentrancy|unchecked_low_calls,arithmetic|denial_service|reentrancy,101|104|107|113|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\b0ca80c76a0d5c890088ec14a1bfda4e.sol,0,val,False,cgt_v1_label_conflict
b0ed6a87bfe3f7d8df5db0e3783c8ded,043e13a60a9f50405d10e0b513491084c54902846c2ff986aa3e200066ec450e,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\b0ed6a87bfe3f7d8df5db0e3783c8ded.sol,0,train,False,cgt_v1_label_conflict
b29628f643bda8160e99dc0a2928ad95,da2f045af2d536a641af08a01588e2f09d9a3d492cf0075043691c78d2765cf8,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,denial_service,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\b29628f643bda8160e99dc0a2928ad95.sol,0,val,False,cgt_v1_label_conflict
b33fbc611e61f4a71538b8455f79b496,8132f9e7c3e109e571fd6561a4c630dbca58f7a06bff7e6a9a17a20d1d28882a,1,1,1,0,1,reentrancy,reentrancy,107,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\b33fbc611e61f4a71538b8455f79b496.sol,0,val,False,cgt_v1_label_conflict
b4477ef57617863fe3525e116c295d6b,c61955bd644a5cc68dd3822107b5bbb1e4386fbd1045fa5ae4c5f2322cc50c93,0,1,0,1,1,reentrancy,,107,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\b4477ef57617863fe3525e116c295d6b.sol,1,train,False,cgt_v1_label_conflict
b54d06f1d058d0179d7331534dbb5e90,b9c8d7dfce0044e30f439a4a824efadb5b7918d2703733110cce8ffeefd76d81,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\b54d06f1d058d0179d7331534dbb5e90.sol,0,val,False,cgt_v1_label_conflict
b76c14d5ec76e157a5cc07b205bafe76,0d74a9f1b8668cdba2a398eaf340dfe591e46b9912f9a3c0a0a6149e1c5b9ad4,1,6,1,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\b76c14d5ec76e157a5cc07b205bafe76.sol,0,train,False,cgt_v1_label_conflict
b7c50dbb90de3a137e361c251ae9f834,4912c438b4de78f3e9a51a3d017795da7d6194305b8ddf69f4eda97a837ec0b3,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\b7c50dbb90de3a137e361c251ae9f834.sol,0,val,False,cgt_v1_label_conflict
b9cf60bfe821c22c6c61bd18c4c43edd,39908aeaa471373249705adb9f6f977d8d8216c63aa89be9db1b7f16b625e7c0,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\b9cf60bfe821c22c6c61bd18c4c43edd.sol,0,train,False,cgt_v1_label_conflict
bf67c31c3dc1e827ccf49d883ce3bbc0,e6ef14c07e4288bb07e02bc3aa08d1ca52260a6825c928350d0275d57c16e68b,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\bf67c31c3dc1e827ccf49d883ce3bbc0.sol,0,val,False,cgt_v1_label_conflict
c0103edee5c2f2f0d148e0030100a67e,02c913888d89958a38469de747311e02c468d8af7e89f7e2fe64e048fe30435c,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\c0103edee5c2f2f0d148e0030100a67e.sol,1,train,False,cgt_v1_label_conflict
c06dad74cbde3617f87d79ecdbac59d8,7560ce70a6c8eb2b9aac65131db1ae3f66fd960465f36d6e1b66b747f5d4be03,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\c06dad74cbde3617f87d79ecdbac59d8.sol,0,train,False,cgt_v1_label_conflict
c167f847e093b1b7947ca182fc7fe2d2,21623ce0fdf9e3f0b69d794c8ab7999dd18d7b1ea99186999e1b5efda1d7c1f3,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\c167f847e093b1b7947ca182fc7fe2d2.sol,0,test,False,cgt_v1_label_conflict
c7d62f596e221b046a2c07fd49e5f0da,96bbb2457aa8e18cf0976944a4503b636eeb99b5b47f3c0bcd57ca688f419248,0,1,0,1,1,denial_service,,113,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\c7d62f596e221b046a2c07fd49e5f0da.sol,1,train,False,cgt_v1_label_conflict
caece3633abbe2b86f4202e608c3be36,695d4085b8fab080799603f6fe84d68db1692116e4f9e67c880a855e078dd9f6,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\caece3633abbe2b86f4202e608c3be36.sol,0,test,False,cgt_v1_label_conflict
cb806f0d7172a1df6247f651ca28a656,509a470a8165033da3138f266d86731c08d980091bf07b76497d49ed94275b34,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\cb806f0d7172a1df6247f651ca28a656.sol,1,train,False,cgt_v1_label_conflict
cbeda3b4f870a8b249e653c871b5d655,bf17720e3f817596102962518f7e2f34181adb8faa36c8f6ec3f1700497e8c1d,0,1,0,1,1,reentrancy,,107,Doublade,C:\Users\Exauce\Documents\smart-contract-cgt\source\cbeda3b4f870a8b249e653c871b5d655.sol,1,train,False,cgt_v1_label_conflict
cebb42a5ea944d0bfe6ac60f8ced513f,50bc44ed13b0a5fafe70ce6f1db94adca67840870c13008fc67e670d420a2f8c,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\cebb42a5ea944d0bfe6ac60f8ced513f.sol,0,train,False,cgt_v1_label_conflict
cf971d0b5b95960356fe47e96e281f42,ab71c09264d988e1316ae7b785fbd40507a9ffe92e1676bd6e3c7c359f2c5d70,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\cf971d0b5b95960356fe47e96e281f42.sol,0,train,False,cgt_v1_label_conflict
d0307253f72355489469449793f2537a,e569e1e803d0e528473fbd792d99e3712ff8dc9c66dc5775518eb5cdb09f5218,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\d0307253f72355489469449793f2537a.sol,0,test,False,cgt_v1_label_conflict
d150edb6c2ccbf96757e5063f6305026,ab3c4a78328659e6043d2bc5bd4fb7ff21ebc5c09e8b33fe5e5116861c67c7e0,1,12,2,10,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,denial_service|front_running,101|104|107|113|114|120|128,CodeSmells|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\d150edb6c2ccbf96757e5063f6305026.sol,0,val,False,cgt_v1_label_conflict
d232016d1f76ff94f89450c4b897964f,d678b8b67063dfe8659e0a6c187ed8ca51cfc11b329583e813e1268576615922,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\d232016d1f76ff94f89450c4b897964f.sol,1,val,False,cgt_v1_label_conflict
d2a7a7df577a3b1b8baded8855c1b597,8b4688d22808152a78a27209e40b93797d7f00a97a59d2627db349015ddcd877,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running|reentrancy|unchecked_low_calls,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\d2a7a7df577a3b1b8baded8855c1b597.sol,0,train,False,cgt_v1_label_conflict
d2c1fd512d5ed924acfb7647113f45f4,84d3cb58f65404b2b9f01319864515a83acf49cd9bf1893753ba01f871049edc,1,7,4,3,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\d2c1fd512d5ed924acfb7647113f45f4.sol,0,val,False,cgt_v1_label_conflict
d2c9f4ddb6dabb91742838a31da15421,b357789270835697340e16ab04b4defc5b430d4df9b3fd7dae978b5addabbe72,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\d2c9f4ddb6dabb91742838a31da15421.sol,0,train,False,cgt_v1_label_conflict
d5150c92d22193b59dc0c83cbb979fd7,af0f1d3d498269f14b84622b7e617deff7699360bea98ebb21489b2c89973373,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\d5150c92d22193b59dc0c83cbb979fd7.sol,0,test,False,cgt_v1_label_conflict
d60ec58f0a89005f2905c62603bda99a,2a6e9e741b61680eda4b532abe65eb50c7b2cab18ad1d242947f1545f0508810,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\d60ec58f0a89005f2905c62603bda99a.sol,0,train,False,cgt_v1_label_conflict
d69ee92d90d235fd196c3e420de6a951,33ec1a1af8d45f4b828821059adad6d36709433a316909ccaf8c769875309814,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\d69ee92d90d235fd196c3e420de6a951.sol,1,train,False,cgt_v1_label_conflict
d74d4c709efae8facad5a1cc26543ef2,5973d259ee0a3c532a91ad42349cf640b3795f36834d97c10afbddb9da0b55a6,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\d74d4c709efae8facad5a1cc26543ef2.sol,0,test,False,cgt_v1_label_conflict
d76d23c9efb7be046e070aad11980ae3,5256265e19803e25eb8e62c4c4b64b3e3455ffbf0d63b16de6e0986bafba38c4,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\d76d23c9efb7be046e070aad11980ae3.sol,0,train,False,cgt_v1_label_conflict
dd0c57e82f5c056771b1f015437a4da3,3bd656ca3ba53746ee0cc080445088f3a1e6515e791cadeeae81acf5ba71eaa6,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\dd0c57e82f5c056771b1f015437a4da3.sol,1,train,False,cgt_v1_label_conflict
dd28c77a21e8b4d8a29b2122488efe00,8799c71c9e880aab371663642fc047c94fab7d46ad57ccd6625da4c9a3077995,0,7,0,7,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\dd28c77a21e8b4d8a29b2122488efe00.sol,1,train,False,cgt_v1_label_conflict
dfe1dc52292112b36329ee525db682e1,4343be4caf98ecc1d9ceef774ad91f4ae946e7548c75434a9328c2658d93ec82,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\dfe1dc52292112b36329ee525db682e1.sol,1,train,False,cgt_v1_label_conflict
e131f0a499e39139c999ae641a9c7792,9a80c802af1cb49e08787c509f98d34556d3e7110cd68cc852ccf08b353c7235,1,7,2,5,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|front_running,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e131f0a499e39139c999ae641a9c7792.sol,0,train,False,cgt_v1_label_conflict
e1bd0999813877b22b755acab3c5dd6b,6d7edcc8bc04b6bb9ec77d78ac35741c3b77069657079965c622d24afbdc60cd,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e1bd0999813877b22b755acab3c5dd6b.sol,1,test,False,cgt_v1_label_conflict
e5b91a1fb63acdbf6ea0fabc18ffcb47,2a76e91934e300bf2e121a907cedab97e9849f2faba1bc78f998f33a8de2bd80,0,4,0,4,3,bad_randomness|denial_service|unchecked_low_calls,,104|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e5b91a1fb63acdbf6ea0fabc18ffcb47.sol,1,val,False,cgt_v1_label_conflict
e7ee069717c1f8885efd8bb78dbda66e,9a535bae736a1549853e706e01d8955ef05af5e76b6e0546120ce5c09ba83aab,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\e7ee069717c1f8885efd8bb78dbda66e.sol,0,train,False,cgt_v1_label_conflict
e88c5179ce346e03fc3b346600f7aa36,0b0cea7fed1ba01e6cddc6f160c9c79fd1ba82586cad9d95506f758ff111536a,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e88c5179ce346e03fc3b346600f7aa36.sol,1,val,False,cgt_v1_label_conflict
e9f5fab52bc05798eba1733cead493ce,9fc492804e869163ba8782584937223d39263c700abb72ce86efacbd25ba53ff,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\e9f5fab52bc05798eba1733cead493ce.sol,1,train,False,cgt_v1_label_conflict
ea0c6a170020a5a4fed21f18a2d4bb43,54372f5c295a933f9c05a2d21c8f4677c10c34c15c219dc901a41594c90536a4,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\ea0c6a170020a5a4fed21f18a2d4bb43.sol,1,train,False,cgt_v1_label_conflict
ea3b01e6f185631860a4993056b5f710,a02bf3ad31c6202abe4dda47536cf0284aaa19bcd8bd09575169853da7728ab9,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\ea3b01e6f185631860a4993056b5f710.sol,1,train,False,cgt_v1_label_conflict
ec66c7985a3fca0c5b59dca74b1ab5c2,c17debbe1c13af8eb5675acb45d5498db3a7618fa1bcd7b549c26854633bc05a,0,5,0,5,4,bad_randomness|denial_service|reentrancy|unchecked_low_calls,,104|107|113|120|128,CodeSmells,C:\Users\Exauce\Documents\smart-contract-cgt\source\ec66c7985a3fca0c5b59dca74b1ab5c2.sol,1,train,False,cgt_v1_label_conflict
ef4048f9bb62bae6e6010b4c161bb819,654c016935c6a582b23fe4ab1e96f768fe78890e2a96b35ece073f4524406fdb,1,1,1,0,1,front_running,front_running,114,EthRacer,C:\Users\Exauce\Documents\smart-contract-cgt\source\ef4048f9bb62bae6e6010b4c161bb819.sol,0,train,False,cgt_v1_label_conflict
f1ebf70c7c03be63201aa30bdcd6b577,408cd00eea92d350aeebd09b41510d19617354a66b8f6241688bda7baba30515,1,1,1,0,1,time_manipulation,time_manipulation,116,ContractFuzzer,C:\Users\Exauce\Documents\smart-contract-cgt\source\f1ebf70c7c03be63201aa30bdcd6b577.sol,0,train,False,cgt_v1_label_conflict
f20d964d6fee201fd60a6a2814f0547d,4620b7425f24700ce2fd8c13a626de88ddcf25f035390e865c8d883a28c56e7e,1,8,1,7,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,denial_service,101|104|107|113|114|120,EthRacer|Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\f20d964d6fee201fd60a6a2814f0547d.sol,0,train,False,cgt_v1_label_conflict
f2b9683eb7bb0e23c29400bbb3bf4df4,34e8500b675447990aad07f790dd86e3c0d4190216b9d5eaf73831e9c9a1f90e,1,7,3,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,denial_service|front_running|reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\f2b9683eb7bb0e23c29400bbb3bf4df4.sol,0,val,False,cgt_v1_label_conflict
f40afd3fefac7bcb1b05c424d48579a7,3efcfbca9e968922a25cecc2bf2f7ea6611ed6ca833c24942a95da95b1245a31,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,reentrancy,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\f40afd3fefac7bcb1b05c424d48579a7.sol,0,test,False,cgt_v1_label_conflict
f6ad51a70480782e0cdbac07a7e85167,a6cfa207c317ae6baafb358fb70710d63cb84898d96b3c6f3ed9cfcbbaa2e8c6,1,6,2,4,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic|denial_service,101|104|107|113|114|120,Zeus,C:\Users\Exauce\Documents\smart-contract-cgt\source\f6ad51a70480782e0cdbac07a7e85167.sol,0,train,False,cgt_v1_label_conflict
f74464ec1f4663c077bee9fdaaa29056,0288b55d591abb5d07aa495eac6a95c2a6902ece02207b0091a38f2e2b97fda9,1,7,1,6,6,arithmetic|bad_randomness|denial_service|front_running|reentrancy|unchecked_low_calls,arithmetic,101|104|107|113|114|120,Zeus|eThor,C:\Users\Exauce\Documents\smart-contract-cgt\source\f74464ec1f4663c077bee9fdaaa29056.sol,0,train,False,cgt_v1_label_conflict
